seriesuid,probability,coordZ,coordY,coordX,d,h,w,is_fp,is_infundibulum,is_aneurysm,comments,additional_comments,new_d,new_h,new_w,new_z,new_x,new_y
1.2.826.0.1.3680043.8.498.88470921398186621059437334583794632704.nii.gz,0.8035202,142.83467,336.5917,480.68008,34.508755,36.82207,53.563698,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.88594690976723668476988084326754337922.nii.gz,0.8551582,91.52379,336.84433,199.4226,11.385514,10.533033,10.651312,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.89098780756585302169142795814483802409.nii.gz,0.8385497,138.07167,332.71906,423.6579,10.109783,11.4241705,14.288518,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.89098780756585302169142795814483802409.nii.gz,0.81267565,54.59824,339.26532,206.86732,13.554866,7.790316,10.448444,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.89174909942768187788893896137949794806.nii.gz,0.9307119,192.72385,155.65253,197.00136,64.933525,56.80203,55.14515,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.89174909942768187788893896137949794806.nii.gz,0.8594089,227.00548,124.82582,242.28722,13.088406,12.077867,12.441534,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.89174909942768187788893896137949794806.nii.gz,0.82023865,225.35068,90.32025,220.60583,21.54757,24.559034,20.76447,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.89174909942768187788893896137949794806.nii.gz,0.8112321,236.7462,143.45213,208.556,26.78106,37.515617,28.85248,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.89174909942768187788893896137949794806.nii.gz,0.80535024,212.66162,77.13493,233.54544,10.863812,11.541276,10.260581,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.89232312413895239994150433566669310293.nii.gz,0.85172474,19.956284,334.27344,231.15634,10.188936,9.432282,10.602126,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.89343864244736172393080011763302720900.nii.gz,0.8527802,95.412,349.11093,260.76636,14.527043,11.725633,12.417939,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.89343864244736172393080011763302720900.nii.gz,0.8017538,103.44674,350.96237,326.40466,12.790269,16.43684,13.076972,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.89605985568175294266551393553291853751.nii.gz,0.88441044,81.37529,396.08542,206.53969,10.353081,22.127533,23.77351,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.89605985568175294266551393553291853751.nii.gz,0.85100585,142.33539,180.39316,250.48262,24.939726,25.054949,22.526464,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.89605985568175294266551393553291853751.nii.gz,0.84001374,8.24599,263.57532,327.17285,15.956786,16.112738,19.193142,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.89605985568175294266551393553291853751.nii.gz,0.82692415,166.7224,192.72784,205.64098,20.713322,13.497647,18.143599,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.89605985568175294266551393553291853751.nii.gz,0.82680833,12.202278,281.40613,183.30354,20.711447,19.687868,15.501977,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.90000252095920683908445780080414964219.nii.gz,0.8652804,142.51398,374.6544,293.37024,10.914459,13.38901,12.36032,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.90000252095920683908445780080414964219.nii.gz,0.82611054,136.61911,370.06134,243.41708,4.798528,5.73829,5.9397693,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.90846479216555688983465230048087949348.nii.gz,0.92358595,357.3334,251.38803,264.15158,6.327286,7.1046934,6.2168875,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.91071025028740743009862270556438437091.nii.gz,0.8758284,144.74254,380.30917,190.40027,34.355858,31.673632,31.879421,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.91071025028740743009862270556438437091.nii.gz,0.80722344,187.32767,244.9665,309.87848,16.154425,14.118199,16.04899,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.91291436640815225043070912555745572931.nii.gz,0.84501034,219.76027,234.24211,364.61932,36.01044,30.135641,27.901876,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.92101913700911443938883943365791424414.nii.gz,0.8709697,194.10898,134.95506,365.23392,17.533968,14.718811,16.758707,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.92101913700911443938883943365791424414.nii.gz,0.86024284,231.08093,178.92606,187.33687,16.124647,10.674604,12.114664,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.92144974710359588982131177779160912817.nii.gz,0.9664887,173.60422,370.56528,372.1206,15.64152,13.181157,12.608969,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.92144974710359588982131177779160912817.nii.gz,0.8678629,184.41603,239.58034,449.85956,9.485711,8.852341,9.292637,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.92513167651265165649288054333815210265.nii.gz,0.86220527,110.34862,249.32443,251.5487,11.6507435,10.768901,12.177723,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.92666467590009683986986119743703745308.nii.gz,0.91765046,129.61116,163.36049,384.3465,5.816483,9.004476,8.692976,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.92666467590009683986986119743703745308.nii.gz,0.8315953,190.24121,201.31537,320.02704,14.092235,25.305222,20.364183,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.92677897354993455000733435986544861063.nii.gz,0.82743883,23.816925,338.88663,224.19437,48.053844,39.220833,51.053215,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.92773748942952645243074808740855383414.nii.gz,0.88945544,79.32058,351.50934,223.31491,34.737057,64.46189,64.73806,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.92773748942952645243074808740855383414.nii.gz,0.8433437,114.55154,347.24954,223.06879,35.23223,57.518078,62.476566,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.92773748942952645243074808740855383414.nii.gz,0.81457704,209.30734,241.25987,290.2655,27.714888,28.599411,27.49904,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.92861209824393614539258822165758398241.nii.gz,0.8745058,282.15363,463.7285,295.5042,9.542965,11.187918,8.921807,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.92966769280367854482626182575983045611.nii.gz,0.81004757,204.04388,246.75621,302.83768,17.550129,17.208155,17.184752,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.92998683254509169763575328138377737464.nii.gz,0.8459306,144.14835,444.29398,397.4894,18.697788,32.817818,28.308445,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.93576412374773514085096590114724967566.nii.gz,0.93479496,106.050766,183.76196,264.0417,9.31455,13.474117,14.056131,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.93576412374773514085096590114724967566.nii.gz,0.9087078,177.92648,242.21625,241.9993,11.829645,14.304984,15.644112,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.93576412374773514085096590114724967566.nii.gz,0.84457165,121.35426,181.86496,313.95154,9.310433,12.252911,10.511467,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.93576412374773514085096590114724967566.nii.gz,0.82694304,112.10615,172.10268,308.6264,31.723219,25.112484,22.87111,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.93576412374773514085096590114724967566.nii.gz,0.8022761,183.27304,257.16898,296.79608,16.05828,25.98303,28.88111,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.95531755443872326226082885970681631031.nii.gz,0.8693287,186.09615,333.69812,300.15204,6.1427846,5.8833985,5.3850856,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.96059267320928260825088430577621547575.nii.gz,0.85232705,197.42749,199.35097,342.65027,9.805193,12.311886,10.638393,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.96059267320928260825088430577621547575.nii.gz,0.8352568,211.39005,192.5468,293.3248,44.305992,22.404427,24.233297,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.96138683747867526532359589409705979162.nii.gz,0.9501761,223.12843,307.67447,262.86566,19.712019,17.345968,20.550785,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.96173016751830070506160302682123116086.nii.gz,0.92563826,143.56616,110.42377,244.26932,29.32471,27.725716,24.5347,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.96173016751830070506160302682123116086.nii.gz,0.8849958,143.04665,124.483765,279.694,6.7635255,12.041108,11.254298,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.96173016751830070506160302682123116086.nii.gz,0.8804963,171.71124,205.68713,256.1467,23.655802,19.602135,26.78478,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.96173016751830070506160302682123116086.nii.gz,0.8624543,106.28373,311.4137,190.44379,8.1721945,8.739157,8.218038,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.96448434173672778008798900657342976645.nii.gz,0.9254235,152.91142,308.3092,322.9287,5.8738275,6.7409234,8.178579,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.96815409600781373514618341002311856622.nii.gz,0.89139926,269.31537,144.76082,288.76498,6.167239,9.174299,9.547447,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.96815409600781373514618341002311856622.nii.gz,0.87705046,215.71461,195.5203,278.30548,17.241503,20.966915,18.2951,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.96815409600781373514618341002311856622.nii.gz,0.8452872,323.402,152.59996,282.649,9.234441,17.343147,12.428053,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.96815409600781373514618341002311856622.nii.gz,0.8243427,189.15027,262.38498,228.512,11.081184,13.079292,17.999447,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.97489937092102052131467733063939259796.nii.gz,0.8540797,123.574104,384.076,372.74603,4.6748495,5.0355716,4.545143,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.98383259048464810068980318968150616903.nii.gz,0.9124695,388.88483,197.40134,311.437,8.34015,11.403229,10.644739,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.98798834042330929989600787741620608929.nii.gz,0.8991119,219.43526,345.9491,321.34778,37.64767,19.488947,23.476686,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.98833462585750315259482760825446643729.nii.gz,0.8593834,133.61404,415.77817,383.9947,10.592804,8.618078,11.681866,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.98833462585750315259482760825446643729.nii.gz,0.8492854,204.70293,308.09512,370.88348,27.885082,22.736012,22.2123,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.98833462585750315259482760825446643729.nii.gz,0.8057601,43.36693,400.49728,285.5139,6.649331,15.3529,8.51838,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.99066873727045430654405278364404635012.nii.gz,0.906895,180.37234,299.13324,280.7942,4.683234,6.4885716,6.5077343,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.99066873727045430654405278364404635012.nii.gz,0.89091384,98.58412,237.84714,278.86188,7.977489,8.657746,8.975979,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.99171153540341946985914566129402632185.nii.gz,0.9426895,143.97179,358.9091,281.78,7.346544,7.0771003,8.351978,,,,,,,,,,,
