SeriesInstanceUID,SOPInstanceUID,RescaleSlope,RescaleIntercept,MinVal,MaxVal,TopLeft
1.2.826.0.1.3680043.8.498.27757351674699000345645516148153865639,1.2.826.0.1.3680043.8.498.82850830462597455476719100006234681066,1.0,-1024.0,-3024,1395,-3024
1.2.826.0.1.3680043.8.498.16992353870371380364413892818177269737,1.2.826.0.1.3680043.8.498.21752298849760336598791696392712665385,1.0,-1024.0,-3024,1770,-3024
1.2.826.0.1.3680043.8.498.96138683747867526532359589409705979162,1.2.826.0.1.3680043.8.498.32920395191174843558390552808852405341,1.0,-1024.0,-3024,1582,-3024
1.2.826.0.1.3680043.8.498.96166276715167524815856673299818867684,1.2.826.0.1.3680043.8.498.55727159255053069350627556901807572502,1.0,-1024.0,-3024,1681,-3024
1.2.826.0.1.3680043.8.498.26641112291429663392023953215853460143,1.2.826.0.1.3680043.8.498.11810558500453918756740668729886282233,1.0,-1024.0,-3024,1761,-3024
1.2.826.0.1.3680043.8.498.25018219519691042439148758713536324488,1.2.826.0.1.3680043.8.498.12300707807733276546423240505107849893,1.0,-1024.0,-3024,1894,-3024
1.2.826.0.1.3680043.8.498.24832866380592452694378643210651228305,1.2.826.0.1.3680043.8.498.32806761422740249950100314673393239738,1.0,-1024.0,-3024,1993,-3024
1.2.826.0.1.3680043.8.498.24832866380592452694378643210651228305,1.2.826.0.1.3680043.8.498.22413824197866150079372921900323768112,1.0,-1024.0,-3024,1787,-3024
1.2.826.0.1.3680043.8.498.98638780636952984282720678491674862364,1.2.826.0.1.3680043.8.498.13470735368538184383260183130603695399,1.0,-1024.0,-3024,1858,-3024
1.2.826.0.1.3680043.8.498.22262887372644778052306509076126482017,1.2.826.0.1.3680043.8.498.12501572764276770802886962425109075125,1.0,-1024.0,-3024,1610,-3024
1.2.826.0.1.3680043.8.498.21666801890966359261094968251234100656,1.2.826.0.1.3680043.8.498.10518911343469708401813340362769289450,1.0,-1024.0,-3024,1812,-3024
1.2.826.0.1.3680043.8.498.21396160586381375863650214413445251352,1.2.826.0.1.3680043.8.498.11886565322852349583952071917120340791,1.0,-1024.0,-3024,1974,-3024
1.2.826.0.1.3680043.8.498.20437456160837432229665601233509120948,1.2.826.0.1.3680043.8.498.12107903084579925189372217495170826025,1.0,-1024.0,-3024,3070,-3024
1.2.826.0.1.3680043.8.498.10345349366333570404729603589622961796,1.2.826.0.1.3680043.8.498.49516285059470045297221924289025950598,1.0,-1024.0,-3024,1790,-3024
1.2.826.0.1.3680043.8.498.92861209824393614539258822165758398241,1.2.826.0.1.3680043.8.498.67077986644856856517712658981268485293,1.0,-1024.0,-3024,1805,-3024
1.2.826.0.1.3680043.8.498.10595241703564671248403930084633580071,1.2.826.0.1.3680043.8.498.85077718298745881165856484887152954785,1.0,-1024.0,-3024,1960,-3024
1.2.826.0.1.3680043.8.498.15840650969297006755370764349527706140,1.2.826.0.1.3680043.8.498.12946061640135608078454904642768329112,1.0,-1024.0,-3024,2014,-3024
1.2.826.0.1.3680043.8.498.30922292371593033790307764855862309787,1.2.826.0.1.3680043.8.498.56030335607142450245509369909189931997,1.0,-1024.0,-3024,1827,-3024
1.2.826.0.1.3680043.8.498.10516336661180183966126480937598074106,1.2.826.0.1.3680043.8.498.49340209521618555129518652395312007997,1.0,-1024.0,-3024,1915,-3024
1.2.826.0.1.3680043.8.498.10516336661180183966126480937598074106,1.2.826.0.1.3680043.8.498.63849086198721264060938802777876665843,1.0,-1024.0,-3024,1896,-3024
1.2.826.0.1.3680043.8.498.10487825958668051506624823704251130894,1.2.826.0.1.3680043.8.498.99826270310316038601146280775892979877,1.0,-1024.0,-3024,1681,-3024
1.2.826.0.1.3680043.8.498.92101913700911443938883943365791424414,1.2.826.0.1.3680043.8.498.11040005880406311218412303991550937723,1.0,-1024.0,-3024,1995,-3024
1.2.826.0.1.3680043.8.498.28777938709010542757657482892181983580,1.2.826.0.1.3680043.8.498.10607103846052155839514265882580015373,1.0,-1024.0,-3024,1687,-3024
1.2.826.0.1.3680043.8.498.92677897354993455000733435986544861063,1.2.826.0.1.3680043.8.498.49912442651464095302072563421319821241,1.0,-1024.0,-3024,1797,-3024
1.2.826.0.1.3680043.8.498.16267884127817210874018541612208789002,1.2.826.0.1.3680043.8.498.28873436819633018729138422174339706760,1.0,-1024.0,-3024,1946,-3024
1.2.826.0.1.3680043.8.498.40162665955061223692565879235602422075,1.2.826.0.1.3680043.8.498.10227316143377080252837756742767642577,1.0,-1024.0,-3024,1941,-3024
1.2.826.0.1.3680043.8.498.11699049791915731371701471034441935125,1.2.826.0.1.3680043.8.498.59981525948534778226870563875911205459,1.0,-1024.0,-3024,1808,-3024
1.2.826.0.1.3680043.8.498.11624217734793256238140178687655335066,1.2.826.0.1.3680043.8.498.11279337821835021757859027481197327703,1.0,-1024.0,-3024,1858,-3024
1.2.826.0.1.3680043.8.498.70937513110519158150807702974766517051,1.2.826.0.1.3680043.8.498.12082995392011946692794624827966505614,1.0,-1024.0,-3024,1523,-3024
1.2.826.0.1.3680043.8.498.70937513110519158150807702974766517051,1.2.826.0.1.3680043.8.498.11767413513258863664497712554368527720,1.0,-1024.0,-3024,1534,-3024
1.2.826.0.1.3680043.8.498.51726765738780514986678419415232251750,1.2.826.0.1.3680043.8.498.47624356650465324606447768644096905134,1.0,-1024.0,-3024,1824,-3024
1.2.826.0.1.3680043.8.498.53260135927311502791330894194506122343,1.2.826.0.1.3680043.8.498.31232247978235247439531573568514989409,1.0,-1024.0,-3024,1957,-3024
1.2.826.0.1.3680043.8.498.53260135927311502791330894194506122343,1.2.826.0.1.3680043.8.498.55643094350695309453285438634881846644,1.0,-1024.0,-3024,2020,-3024
1.2.826.0.1.3680043.8.498.11744733695571640332031474471372678966,1.2.826.0.1.3680043.8.498.15684865250645791536804164225021872087,1.0,-1024.0,-3024,2092,-3024
1.2.826.0.1.3680043.8.498.53765828347047740949708716217765934756,1.2.826.0.1.3680043.8.498.12389739425119302158283389069048722273,1.0,-1024.0,-3024,1776,-3024
1.2.826.0.1.3680043.8.498.12578932327180811375280323872998223305,1.2.826.0.1.3680043.8.498.71970663702928970031983909736642834740,1.0,-1024.0,-3024,1647,-3024
1.2.826.0.1.3680043.8.498.11624217734793256238140178687655335066,1.2.826.0.1.3680043.8.498.50526764141860819433843508285816072193,1.0,-1024.0,-3024,1943,-3024
1.2.826.0.1.3680043.8.498.74417951654544052650786285520408384202,1.2.826.0.1.3680043.8.498.52091517594222383226970923608433066392,1.0,-1024.0,-3024,1767,-3024
1.2.826.0.1.3680043.8.498.74390569791112039529514861261033590424,1.2.826.0.1.3680043.8.498.38397260979016430229022318140081143843,1.0,-1024.0,-3024,1688,-3024
1.2.826.0.1.3680043.8.498.11466016618035234391071120016712127446,1.2.826.0.1.3680043.8.498.82251404833290477082909288187629290093,1.0,-1024.0,-3024,5001,-3024
1.2.826.0.1.3680043.8.498.50268462808449401128173812870329002342,1.2.826.0.1.3680043.8.498.73350497646012648661337985361781578733,1.0,-1024.0,-3024,1947,-3024
1.2.826.0.1.3680043.8.498.11517979322982429374724617746876669106,1.2.826.0.1.3680043.8.498.12687270610581492450544646572513841258,1.0,-1024.0,-3024,1906,-3024
1.2.826.0.1.3680043.8.498.72679260079421518845786364620483278827,1.2.826.0.1.3680043.8.498.80487715080002486556649570947529242417,1.0,-1024.0,-3024,1739,-3024
1.2.826.0.1.3680043.8.498.55037011404554315490872133269302987683,1.2.826.0.1.3680043.8.498.51852050443875780059404412134504853367,1.0,-1024.0,-3024,1872,-3024
1.2.826.0.1.3680043.8.498.56373843578914581208956317305275792766,1.2.826.0.1.3680043.8.498.46974210033755917237453815771008625589,1.0,-1024.0,-3024,1781,-3024
1.2.826.0.1.3680043.8.498.12380499709465363493618622668043159616,1.2.826.0.1.3680043.8.498.31971005660281515494210278417923899486,1.0,-1024.0,-3024,1739,-3024
1.2.826.0.1.3680043.8.498.56964038810871813533180359931384508796,1.2.826.0.1.3680043.8.498.73544003580882268458133195146714285979,1.0,-1024.0,-3024,2039,-3024
1.2.826.0.1.3680043.8.498.61152918475243358118286003299125054478,1.2.826.0.1.3680043.8.498.12527743344533905334575066534856521576,1.0,-1024.0,-3024,1857,-3024
1.2.826.0.1.3680043.8.498.58832411696353843084435340279760631511,1.2.826.0.1.3680043.8.498.50309429522701912998833880307251858455,1.0,-1024.0,-3024,1780,-3024
1.2.826.0.1.3680043.8.498.60609803323279143028996742965319647990,1.2.826.0.1.3680043.8.498.28215829193285498599572400424259008629,1.0,-1024.0,-3024,1895,-3024
1.2.826.0.1.3680043.8.498.60441582180187779674962336057470035090,1.2.826.0.1.3680043.8.498.11119573774404749410698747108848201476,1.0,-1024.0,-3024,1864,-3024
1.2.826.0.1.3680043.8.498.60441582180187779674962336057470035090,1.2.826.0.1.3680043.8.498.66692164140009614873065487331982947030,1.0,-1024.0,-3024,1891,-3024
1.2.826.0.1.3680043.8.498.19786820050434312474966619458414521757,1.2.826.0.1.3680043.8.498.68229071282920057768587918439757581486,1.0,-1024.0,-3024,1523,-3024
1.2.826.0.1.3680043.8.498.63285114435969886542201293844266820916,1.2.826.0.1.3680043.8.498.48684111118294767342007395194340844595,1.0,-1024.0,-3024,1821,-3024
1.2.826.0.1.3680043.8.498.63508711985246007430386812723831414180,1.2.826.0.1.3680043.8.498.27670469417094334792011447667891563348,1.0,-1024.0,-3024,1974,-3024
1.2.826.0.1.3680043.8.498.12414676932619115297252555276994688493,1.2.826.0.1.3680043.8.498.66571350679710483707167723940049921568,1.0,-1024.0,-3024,1671,-3024
1.2.826.0.1.3680043.8.498.12447797975778424066887941637869655361,1.2.826.0.1.3680043.8.498.14091204941596408759470137689425972752,1.0,-1024.0,-3024,1461,-3024
1.2.826.0.1.3680043.8.498.64528049531937647703057934390299001115,1.2.826.0.1.3680043.8.498.35674976056215582131616245841893579725,1.0,-1024.0,-3024,1812,-3024
1.2.826.0.1.3680043.8.498.74598659816335333679754389796873480643,1.2.826.0.1.3680043.8.498.36313075382280191616242455841074142005,1.0,-1024.0,-3024,1700,-3024
1.2.826.0.1.3680043.8.498.11119518999408610343429821378264570081,1.2.826.0.1.3680043.8.498.11339180344904342351203619323867097316,1.0,-1024.0,-3024,1987,-3024
1.2.826.0.1.3680043.8.498.82195052785093819785625151447028451099,1.2.826.0.1.3680043.8.498.11315897090741338308651315138149512544,1.0,-1024.0,-3024,1885,-3024
1.2.826.0.1.3680043.8.498.13286779961109939785434853233386761511,1.2.826.0.1.3680043.8.498.95471163648525073895127521348254766806,1.0,-1024.0,-3024,1889,-3024
1.2.826.0.1.3680043.8.498.40162665955061223692565879235602422075,1.2.826.0.1.3680043.8.498.10227316143377080252837756742767642577,1.0,-1024.0,-3024,1941,-3024
1.2.826.0.1.3680043.8.498.40499156229797942175102861717242994172,1.2.826.0.1.3680043.8.498.12513761218968009313726692131891069430,1.0,-1024.0,-3024,1897,-3024
1.2.826.0.1.3680043.8.498.40499156229797942175102861717242994172,1.2.826.0.1.3680043.8.498.12513761218968009313726692131891069430,1.0,-1024.0,-3024,1897,-3024
1.2.826.0.1.3680043.8.498.41513871311785014991009134305973382395,1.2.826.0.1.3680043.8.498.34332508585332347728923585244183014185,1.0,-1024.0,-3024,1874,-3024
1.2.826.0.1.3680043.8.498.11408922694550763228909918276799474464,1.2.826.0.1.3680043.8.498.12181500787674132166580420682922581098,1.0,-1024.0,-3024,1895,-3024
1.2.826.0.1.3680043.8.498.82276808423709177948911567775880327566,1.2.826.0.1.3680043.8.498.22043766554031324164339342242647016595,1.0,-1024.0,-3024,1895,-3024
1.2.826.0.1.3680043.8.498.38904475631578710113273863766282479811,1.2.826.0.1.3680043.8.498.75110456578212668001772353383425277147,1.0,-1024.0,-3024,1844,-3024
1.2.826.0.1.3680043.8.498.84119031900393946153314374202846847541,1.2.826.0.1.3680043.8.498.95779146993051229278417307555200947066,1.0,-1024.0,-3024,2046,-3024
1.2.826.0.1.3680043.8.498.83550635896077543885781888116995247419,1.2.826.0.1.3680043.8.498.46056326069881452597781556945616055516,1.0,-1024.0,-3024,1850,-3024
1.2.826.0.1.3680043.8.498.83228009745617438803567050585068433549,1.2.826.0.1.3680043.8.498.10587870579929276246247093750205785455,1.0,-1024.0,-3024,1908,-3024
1.2.826.0.1.3680043.8.498.38094808038974181102880321183103989801,1.2.826.0.1.3680043.8.498.13143134482944580506532557078558529906,1.0,-1024.0,-3024,1941,-3024
1.2.826.0.1.3680043.8.498.38094808038974181102880321183103989801,1.2.826.0.1.3680043.8.498.27840574166969265308744632041337200410,1.0,-1024.0,-3024,1895,-3024
1.2.826.0.1.3680043.8.498.38275848719728000105141211142145951242,1.2.826.0.1.3680043.8.498.81821845017706397334314190442823216143,1.0,-1024.0,-3024,1858,-3024
1.2.826.0.1.3680043.8.498.11024186785729776851960279299394139142,1.2.826.0.1.3680043.8.498.87243171907540942836068998925018202040,1.0,-1024.0,-3024,1834,-3024
1.2.826.0.1.3680043.8.498.38904475631578710113273863766282479811,1.2.826.0.1.3680043.8.498.13103696354644299388787855314201937185,1.0,-1024.0,-3024,1821,-3024
1.2.826.0.1.3680043.8.498.77528543052941995104518917292880894859,1.2.826.0.1.3680043.8.498.40067032403339001120714319069043664053,1.0,-1024.0,-3024,1757,-3024
1.2.826.0.1.3680043.8.498.11289699692644391895099696492976982366,1.2.826.0.1.3680043.8.498.11022686259303544864861541441334739167,1.0,-1024.0,-3024,1858,-3024
1.2.826.0.1.3680043.8.498.12952434783419596241938447471550315903,1.2.826.0.1.3680043.8.498.35664765944120165289341623097855148353,1.0,-1024.0,-3024,1893,-3024
1.2.826.0.1.3680043.8.498.12952434783419596241938447471550315903,1.2.826.0.1.3680043.8.498.12861788871095256962846606256682870467,1.0,-1024.0,-3024,1949,-3024
1.2.826.0.1.3680043.8.498.47622062519393262272120105951011625928,1.2.826.0.1.3680043.8.498.65265268026670681572850152607273472690,1.0,-1024.0,-3024,1860,-3024
1.2.826.0.1.3680043.8.498.11365284001363018418657718683957139130,1.2.826.0.1.3680043.8.498.46489445167153488185117682220163684682,1.0,-1024.0,-3024,1865,-3024
1.2.826.0.1.3680043.8.498.48062207595556588361135453911773798345,1.2.826.0.1.3680043.8.498.20092198175358177131592288731431256925,1.0,-1024.0,-3024,1674,-3024
1.2.826.0.1.3680043.8.498.48475183315704747033377720148723313443,1.2.826.0.1.3680043.8.498.11336513980965916417726073121314136068,1.0,-1024.0,-3024,1842,-3024
1.2.826.0.1.3680043.8.498.75534913411697796878587692167943187599,1.2.826.0.1.3680043.8.498.16203030245351215212551145203257384370,1.0,-1024.0,-3024,1899,-3024
1.2.826.0.1.3680043.8.498.75534913411697796878587692167943187599,1.2.826.0.1.3680043.8.498.10446355882358753210526319320883269279,1.0,-1024.0,-3024,1904,-3024
1.2.826.0.1.3680043.8.498.77528543052941995104518917292880894859,1.2.826.0.1.3680043.8.498.16973365506903825969561239517362416407,1.0,-1024.0,-3024,1818,-3024
1.2.826.0.1.3680043.8.498.77657431081287944956511276482769952388,1.2.826.0.1.3680043.8.498.60442680405847545785198171915891283938,1.0,-1024.0,-3024,1939,-3024
1.2.826.0.1.3680043.8.498.11207643499429599225856724495933714772,1.2.826.0.1.3680043.8.498.78847418549806279644392801010555546962,1.0,-1024.0,-3024,1815,-3024
1.2.826.0.1.3680043.8.498.78920848270132637634737771628141834736,1.2.826.0.1.3680043.8.498.21995202441430370710407775224377901304,1.0,-1024.0,-3024,1642,-3024
1.2.826.0.1.3680043.8.498.77657431081287944956511276482769952388,1.2.826.0.1.3680043.8.498.60442680405847545785198171915891283938,1.0,-1024.0,-3024,1939,-3024
1.2.826.0.1.3680043.8.498.19786820050434312474966619458414521757,1.2.826.0.1.3680043.8.498.25663495296729186335500885111973456703,1.0,-1024.0,-3024,1534,-3024
1.2.826.0.1.3680043.8.498.46002592005400084737986756291411899971,1.2.826.0.1.3680043.8.498.20414112491323511976711144158045554139,1.0,-1024.0,-3024,1884,-3024
1.2.826.0.1.3680043.8.498.82351850469363143618392739704777562533,1.2.826.0.1.3680043.8.498.11010960984361292001700950706004476977,1.0,-1024.0,-3030,1796,-2048
1.2.826.0.1.3680043.8.498.17677548211553545296698864792051352427,1.2.826.0.1.3680043.8.498.55677754734899892737758005594096916348,1.0,0.0,-7087,6805,-2048
1.2.826.0.1.3680043.8.498.87349503804565594233293633969054980424,1.2.826.0.1.3680043.8.498.59340332576412270441306139005991633182,1.0,-8192.0,-8192,2116,-8192
1.2.826.0.1.3680043.8.498.70809927738286754136467574856093933410,1.2.826.0.1.3680043.8.498.42274989457351824949026471786599452700,1.0,-8192.0,-8192,2108,-1009
1.2.826.0.1.3680043.8.498.88470921398186621059437334583794632704,1.2.826.0.1.3680043.8.498.66641678755711170304043924423972193741,10.0,-10240.0,-10240,1940,-10240
1.2.826.0.1.3680043.8.498.57981189400540639715305541133864142671,1.2.826.0.1.3680043.8.498.11750883034172446940705137065146458551,10.0,-10240.0,-10240,1680,-10240
1.2.826.0.1.3680043.8.498.88470921398186621059437334583794632704,1.2.826.0.1.3680043.8.498.66641678755711170304043924423972193741,10.0,-10240.0,-10240,1940,-10240
1.2.826.0.1.3680043.8.498.88470921398186621059437334583794632704,1.2.826.0.1.3680043.8.498.11469333522846222905944609226095890007,10.0,-10240.0,-10240,1950,-10240
